Sl. No,Timestamp,Cell id,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9,AP10,AP11,AP12,AP13,bc:22:28:40:8a:bc,e0:89:9d:ff:04:00,e0:89:9d:ff:04:01,10:62:eb:18:c4:b5,e0:89:9d:ff:04:0e,e0:89:9d:ff:04:0f,a6:0a:f7:eb:d2:bd,c0:5b:02:1d:00:65,36:e3:62:9c:0a:38,da:cc:e0:68:09:8c,90:8d:78:5d:7c:08,da:81:11:df:26:35
10,1657875862,T18,-81,-92,-85,-62,-73,-82,-93,-91,-83,-110,-110,-88,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
11,1657875863,T18,-81,-92,-85,-62,-73,-82,-93,-91,-83,-110,-110,-88,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
12,1657875864,T18,-81,-92,-85,-62,-73,-82,-93,-91,-83,-110,-110,-88,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
13,1657875865,T18,-81,-92,-85,-62,-73,-82,-93,-91,-83,-110,-110,-88,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
14,1657875866,T18,-71,-92,-91,-60,-81,-85,-93,-91,-83,-110,-110,-88,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
15,1657875867,T18,-71,-92,-91,-60,-81,-85,-93,-91,-83,-110,-110,-88,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
16,1657875868,T18,-71,-92,-91,-60,-81,-85,-93,-91,-83,-110,-110,-88,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
17,1657875869,T18,-71,-92,-91,-60,-81,-85,-93,-91,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
18,1657875870,T18,-71,-92,-91,-60,-81,-85,-93,-91,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
19,1657875871,T18,-71,-92,-91,-60,-81,-85,-93,-91,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
20,1657875872,T18,-71,-92,-91,-60,-81,-85,-93,-91,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
21,1657875873,T18,-82,-92,-91,-59,-76,-78,-93,-91,-90,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
22,1657875874,T18,-82,-92,-91,-59,-76,-78,-93,-91,-90,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
23,1657875875,T18,-82,-92,-91,-59,-76,-78,-93,-91,-90,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
24,1657875876,T18,-82,-92,-91,-59,-76,-78,-93,-91,-90,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
25,1657875877,T18,-82,-92,-91,-59,-76,-78,-93,-91,-90,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
26,1657875878,T18,-82,-92,-91,-59,-76,-78,-93,-91,-90,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
27,1657875879,T18,-75,-92,-84,-58,-76,-80,-93,-86,-90,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
28,1657875880,T18,-75,-92,-84,-58,-76,-80,-93,-86,-90,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
29,1657875881,T18,-75,-92,-84,-58,-76,-80,-93,-86,-90,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
30,1657875882,T18,-80,-92,-87,-72,-76,-80,-93,-86,-89,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
31,1657875883,T18,-80,-92,-87,-72,-76,-80,-93,-86,-89,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
32,1657875884,T18,-80,-92,-87,-72,-76,-80,-93,-86,-89,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
33,1657875885,T18,-80,-92,-87,-72,-76,-80,-93,-86,-89,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
34,1657875886,T18,-80,-92,-87,-72,-76,-80,-93,-86,-89,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
35,1657875887,T18,-80,-92,-87,-72,-76,-80,-93,-86,-89,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
36,1657875888,T18,-80,-92,-87,-72,-76,-80,-93,-86,-89,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
37,1657875889,T18,-80,-92,-87,-72,-76,-80,-93,-86,-89,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
0,1657874982,T1,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-70,-73,-73,-77,-85,-86,-110,-110,-110,-110,-110,-110
1,1657874983,T1,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-70,-73,-73,-77,-85,-86,-110,-110,-110,-110,-110,-110
2,1657874984,T1,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-70,-73,-73,-77,-85,-86,-110,-110,-110,-110,-110,-110
3,1657874985,T1,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-70,-73,-73,-77,-85,-86,-110,-110,-110,-110,-110,-110
4,1657874986,T1,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-70,-73,-73,-77,-85,-86,-110,-110,-110,-110,-110,-110
5,1657874987,T1,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-70,-73,-73,-77,-85,-86,-110,-110,-110,-110,-110,-110
6,1657874988,T1,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-70,-73,-73,-77,-85,-86,-110,-110,-110,-110,-110,-110
7,1657874989,T1,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-65,-79,-82,-79,-87,-83,-89,-110,-110,-110,-110,-110
8,1657874990,T1,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-65,-79,-82,-79,-87,-83,-89,-110,-110,-110,-110,-110
9,1657874991,T1,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-65,-79,-82,-79,-87,-83,-89,-110,-110,-110,-110,-110
10,1657874992,T1,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-65,-79,-82,-79,-87,-83,-89,-110,-110,-110,-110,-110
0,1657875069,T2,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-79,-78,-76,-85,-84,-89,-89,-110,-110,-110,-110
1,1657875070,T2,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-79,-78,-76,-85,-84,-89,-89,-110,-110,-110,-110
2,1657875071,T2,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-79,-78,-76,-85,-84,-89,-89,-110,-110,-110,-110
3,1657875072,T2,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-79,-78,-76,-85,-84,-89,-89,-110,-110,-110,-110
4,1657875073,T2,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-79,-78,-76,-85,-84,-89,-89,-110,-110,-110,-110
5,1657875074,T2,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-79,-78,-76,-85,-84,-89,-89,-110,-110,-110,-110
6,1657875075,T2,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-79,-78,-76,-85,-84,-89,-89,-110,-110,-110,-110
7,1657875076,T2,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-79,-78,-76,-85,-84,-89,-89,-110,-110,-110,-110
8,1657875077,T2,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-79,-78,-76,-85,-84,-89,-89,-110,-110,-110,-110
9,1657875078,T2,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-79,-78,-76,-85,-84,-89,-89,-110,-110,-110,-110
0,1657875106,T3,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-79,-78,-76,-85,-84,-89,-89,-110,-110,-110,-110
1,1657875107,T3,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-79,-78,-76,-85,-84,-89,-89,-110,-110,-110,-110
2,1657875108,T3,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-79,-78,-76,-85,-84,-89,-89,-110,-110,-110,-110
3,1657875109,T3,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-79,-78,-76,-85,-84,-89,-89,-110,-110,-110,-110
4,1657875110,T3,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-79,-78,-76,-85,-84,-89,-89,-110,-110,-110,-110
5,1657875111,T3,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-79,-78,-76,-85,-84,-89,-89,-110,-110,-110,-110
6,1657875112,T3,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-89,-85,-110,-110,-110,-110,-110
7,1657875113,T3,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-89,-85,-110,-110,-110,-110,-110
8,1657875114,T3,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-89,-85,-110,-110,-110,-110,-110
9,1657875115,T3,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-89,-85,-110,-110,-110,-110,-110
10,1657875116,T3,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-89,-85,-110,-110,-110,-110,-110
0,1657875145,T4,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-89,-85,-110,-110,-110,-110,-110
1,1657875146,T4,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-89,-85,-110,-110,-110,-110,-110
2,1657875147,T4,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-89,-85,-110,-110,-110,-110,-110
3,1657875148,T4,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-89,-85,-110,-110,-110,-110,-110
4,1657875149,T4,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-89,-85,-110,-110,-110,-110,-110
5,1657875150,T4,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-89,-85,-110,-110,-110,-110,-110
6,1657875151,T4,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-89,-85,-110,-110,-110,-110,-110
7,1657875152,T4,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-89,-85,-110,-110,-110,-110,-110
8,1657875153,T4,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-89,-85,-110,-110,-110,-110,-110
9,1657875154,T4,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-89,-85,-110,-110,-110,-110,-110
0,1657875178,T5,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-88,-87,-110,-110,-110,-110,-110
1,1657875179,T5,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-88,-87,-110,-110,-110,-110,-110
2,1657875180,T5,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-88,-87,-110,-110,-110,-110,-110
3,1657875181,T5,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-88,-87,-110,-110,-110,-110,-110
4,1657875182,T5,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-88,-87,-110,-110,-110,-110,-110
5,1657875183,T5,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-88,-87,-110,-110,-110,-110,-110
6,1657875184,T5,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-88,-87,-110,-110,-110,-110,-110
7,1657875185,T5,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-88,-87,-110,-110,-110,-110,-110
8,1657875186,T5,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-88,-87,-110,-110,-110,-110,-110
9,1657875187,T5,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-88,-87,-110,-110,-110,-110,-110
10,1657875188,T5,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-79,-78,-83,-87,-88,-87,-110,-110,-110,-110,-110
0,1657875282,T6,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-79,-80,-86,-110,-110,-110,-110,-110,-110,-110,-110
1,1657875283,T6,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-79,-80,-86,-110,-110,-110,-110,-110,-110,-110,-110
2,1657875284,T6,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-79,-80,-86,-110,-110,-110,-110,-110,-110,-110,-110
3,1657875285,T6,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-79,-80,-86,-110,-110,-110,-110,-110,-110,-110,-110
4,1657875286,T6,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-79,-80,-86,-110,-110,-110,-110,-110,-110,-110,-110
5,1657875287,T6,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-79,-80,-86,-110,-110,-110,-110,-110,-110,-110,-110
6,1657875288,T6,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-60,-78,-81,-84,-110,-110,-110,-110,-110,-110,-110,-110
7,1657875289,T6,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-60,-78,-81,-84,-110,-110,-110,-110,-110,-110,-110,-110
8,1657875290,T6,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-60,-78,-81,-84,-110,-110,-110,-110,-110,-110,-110,-110
9,1657875291,T6,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-60,-78,-81,-84,-110,-110,-110,-110,-110,-110,-110,-110
10,1657875292,T6,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-60,-78,-81,-84,-110,-110,-110,-110,-110,-110,-110,-110
11,1657875293,T6,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-60,-78,-81,-84,-110,-110,-110,-110,-110,-110,-110,-110
12,1657875294,T6,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-60,-78,-81,-84,-110,-110,-110,-110,-110,-110,-110,-110
0,1657875329,T7,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-59,-83,-83,-87,-89,-88,-110,-110,-110,-110,-110,-110
1,1657875330,T7,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-59,-83,-83,-87,-89,-88,-110,-110,-110,-110,-110,-110
2,1657875331,T7,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-59,-83,-83,-87,-89,-88,-110,-110,-110,-110,-110,-110
3,1657875332,T7,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-59,-83,-83,-87,-89,-88,-110,-110,-110,-110,-110,-110
4,1657875333,T7,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-59,-83,-83,-87,-89,-88,-110,-110,-110,-110,-110,-110
5,1657875334,T7,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-59,-83,-83,-87,-89,-88,-110,-110,-110,-110,-110,-110
6,1657875335,T7,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-59,-83,-83,-87,-89,-88,-110,-110,-110,-110,-110,-110
0,1657875362,T8,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-59,-83,-83,-87,-89,-88,-110,-110,-110,-110,-110,-110
1,1657875363,T8,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-59,-83,-83,-87,-89,-88,-110,-110,-110,-110,-110,-110
2,1657875364,T8,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-59,-83,-83,-87,-89,-88,-110,-110,-110,-110,-110,-110
3,1657875365,T8,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-59,-83,-83,-87,-89,-88,-110,-110,-110,-110,-110,-110
4,1657875366,T8,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-59,-83,-83,-87,-89,-88,-110,-110,-110,-110,-110,-110
5,1657875367,T8,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-59,-83,-83,-87,-89,-88,-110,-110,-110,-110,-110,-110
6,1657875368,T8,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-59,-83,-83,-87,-89,-88,-110,-110,-110,-110,-110,-110
7,1657875369,T8,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-59,-83,-83,-87,-89,-88,-110,-110,-110,-110,-110,-110
8,1657875370,T8,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-59,-83,-83,-87,-89,-88,-110,-110,-110,-110,-110,-110
0,1657875394,T9,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-60,-78,-110,-81,-79,-80,-110,-110,-74,-110,-110,-110
1,1657875395,T9,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-60,-78,-110,-81,-79,-80,-110,-110,-74,-110,-110,-110
2,1657875396,T9,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-60,-78,-110,-81,-79,-80,-110,-110,-74,-110,-110,-110
3,1657875397,T9,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-60,-78,-110,-81,-79,-80,-110,-110,-74,-110,-110,-110
4,1657875398,T9,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-60,-78,-110,-81,-79,-80,-110,-110,-74,-110,-110,-110
5,1657875399,T9,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-60,-78,-110,-81,-79,-80,-110,-110,-74,-110,-110,-110
6,1657875400,T9,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-60,-78,-110,-81,-79,-80,-110,-110,-74,-110,-110,-110
7,1657875401,T9,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-60,-78,-110,-81,-79,-80,-110,-110,-74,-110,-110,-110
8,1657875402,T9,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-60,-78,-110,-81,-79,-80,-110,-110,-74,-110,-110,-110
9,1657875403,T9,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-60,-78,-110,-81,-79,-80,-110,-110,-74,-110,-110,-110
10,1657875404,T9,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-60,-78,-110,-81,-79,-80,-110,-110,-74,-110,-110,-110
0,1657875432,T10,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-64,-110,-82,-86,-86,-87,-110,-110,-110,-87,-110,-110
1,1657875433,T10,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-64,-110,-82,-86,-86,-87,-110,-110,-110,-87,-110,-110
2,1657875435,T10,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-64,-110,-82,-86,-86,-87,-110,-110,-110,-87,-110,-110
3,1657875436,T10,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-64,-110,-82,-86,-86,-87,-110,-110,-110,-87,-110,-110
4,1657875437,T10,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-64,-110,-82,-86,-86,-87,-110,-110,-110,-87,-110,-110
5,1657875438,T10,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-80,-110,-84,-90,-110,-86,-110,-110,-110,-89,-110
6,1657875439,T10,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-80,-110,-84,-90,-110,-86,-110,-110,-110,-89,-110
7,1657875440,T10,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-80,-110,-84,-90,-110,-86,-110,-110,-110,-89,-110
8,1657875441,T10,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-80,-110,-84,-90,-110,-86,-110,-110,-110,-89,-110
9,1657875442,T10,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-80,-110,-84,-90,-110,-86,-110,-110,-110,-89,-110
10,1657875444,T10,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-80,-110,-84,-90,-110,-86,-110,-110,-110,-89,-110
11,1657875445,T10,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-80,-110,-84,-90,-110,-86,-110,-110,-110,-89,-110
12,1657875446,T10,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-80,-110,-84,-90,-110,-86,-110,-110,-110,-89,-110
13,1657875447,T10,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-80,-110,-84,-90,-110,-86,-110,-110,-110,-89,-110
14,1657875448,T10,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-80,-110,-84,-90,-110,-86,-110,-110,-110,-89,-110
0,1657875480,T11,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-80,-110,-84,-90,-110,-86,-110,-110,-110,-89,-110
1,1657875481,T11,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-80,-110,-84,-90,-110,-86,-110,-110,-110,-89,-110
2,1657875482,T11,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-80,-110,-84,-90,-110,-86,-110,-110,-110,-89,-110
3,1657875483,T11,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-80,-110,-84,-90,-110,-86,-110,-110,-110,-89,-110
4,1657875484,T11,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-80,-110,-84,-90,-110,-86,-110,-110,-110,-89,-110
5,1657875485,T11,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-80,-110,-84,-90,-110,-86,-110,-110,-110,-89,-110
6,1657875486,T11,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-80,-110,-84,-90,-110,-86,-110,-110,-110,-89,-110
7,1657875487,T11,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-80,-110,-84,-90,-110,-86,-110,-110,-110,-89,-110
8,1657875488,T11,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-80,-110,-84,-90,-110,-86,-110,-110,-110,-89,-110
9,1657875489,T11,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-80,-110,-84,-90,-110,-86,-110,-110,-110,-89,-110
10,1657875490,T11,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-80,-110,-84,-90,-110,-86,-110,-110,-110,-89,-110
11,1657875491,T11,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-80,-110,-84,-90,-110,-86,-110,-110,-110,-89,-110
12,1657875492,T11,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-80,-110,-84,-90,-110,-86,-110,-110,-110,-89,-110
0,1657875520,T12,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-70,-82,-110,-89,-110,-90,-88,-110,-110,-110,-110,-110
1,1657875521,T12,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-70,-82,-110,-89,-110,-90,-88,-110,-110,-110,-110,-110
2,1657875522,T12,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-70,-82,-110,-89,-110,-90,-88,-110,-110,-110,-110,-110
3,1657875523,T12,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-70,-82,-110,-89,-110,-90,-88,-110,-110,-110,-110,-110
4,1657875524,T12,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-70,-82,-110,-89,-110,-90,-88,-110,-110,-110,-110,-110
5,1657875525,T12,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-70,-82,-110,-89,-110,-90,-88,-110,-110,-110,-110,-110
6,1657875526,T12,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-70,-82,-110,-89,-110,-90,-88,-110,-110,-110,-110,-110
7,1657875527,T12,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-70,-82,-110,-89,-110,-90,-88,-110,-110,-110,-110,-110
8,1657875528,T12,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-70,-82,-110,-89,-110,-90,-88,-110,-110,-110,-110,-110
9,1657875529,T12,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-70,-82,-110,-89,-110,-90,-88,-110,-110,-110,-110,-110
10,1657875530,T12,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-64,-83,-80,-85,-110,-110,-90,-110,-110,-110,-87,-110
11,1657875531,T12,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-64,-83,-80,-85,-110,-110,-90,-110,-110,-110,-87,-110
